,Name,Review Title,Rating,Reviewed Day,Reviewed Month,Reviewed Year,Verified Purchase,Helpfull No,Review
353,BJR,"If you don't have an iPhone, u don't have an iPhone",3.0,29,6,2021,1,1,"Just reached today. So far so gud. Fast snappy and it's so lightweight, and the camera by God how can they manage to fit in such a Power ful camera sensor inside the phone, seriously an engineering marvel."
354,Amazon Customer,Never buy from amazon,1.0,26,8,2021,1,0,The battery is very poor quality.  Phone is heating and battery is draining very fast. Apple customer care is not helping nor is amazon customer support. I strongly recommend never to buy it from Amazon. I doubt if the parts have been replaced during shipping. I suggest always buy from store.
355,kamadeep singh,Phone already use,1.0,13,3,2021,1,3,My phone already used
356,A S Kalahal,A good all-rounder,4.0,9,7,2021,1,0,"This is my first iPhone. Great performance, excellent standby battery drain. I mostly use it only for social media and occasional gaming and the phone lasts a bit more than one day for me. But the latest iOS 14.6 update has decreased the screen on time from 10-11 hours to 8-9 hours. Hoping Apple fixes this in the iOS 14.7 update."
357,Bijaya Kumar Samantaray,Apple should include a charging adapter as it is an expensive phone.,3.0,15,6,2021,1,0,Apple should include a charging adapter as it is an expensive phone.Phone hardware is very good and looks premium feel.Camera is not good as compared to Samsung galaxy S series. Even not good as old Samsung S series like S10.
358,Amazon Customer,As expected,4.0,16,6,2021,1,0,"iphone 12 lineup has heating issues and if you have 6+ hours of screen on time, the battery will hardly last a day. Rest everything is on point, as an iphone should be. Also there are noticeable bugs too in ios 14."
359,srinu,Very good mobile,4.0,10,2,2022,1,0,Thank you amazon for giving good quality of iPhone 12 green colour. This review after one month very nice condition good battery backup also
360,Krishnan,My phone Iphone,5.0,6,7,2021,1,0,Iphone is iphone and the buying experience was also goodDelivery on timeWell packed and feels good when u use the phone daily and gives all reason a worth to buy
361,Swaroop Mandlik,I phone 12 product red 128 GB review,5.0,8,2,2021,1,1,"Well I must say this product red color looks very trendy. I'm impressed with the battery life of the phone. As you know it doesn't come up with charger, you do need to buy separate one. Still I think its value for money"
362,Saya Mohan Ranga,AWESOME,5.0,8,10,2021,1,1,"One word AWESOME, camera 📷 the beast, captures each and every detail, portrait decent and clear, performance 5/5 fast and fantastic, battery one day, Display crystal clear 5/5."
363,Anudeep Chowdary,Apple the Future technology,5.0,4,3,2021,1,3,"The media could not be loaded.
                



 This is first time I’m switching from android to iOSIt is just amazingBatter life is awesome"
364,joy chauhan,Great iPhone,5.0,28,5,2021,1,0,"Great iPhone, would have preferred it with at least 10k less but it’s iPhone what can you do? They will ask for premium price for their products but at least they provide you fantastic software support for long time"
365,Aiman,Bad battry,1.0,16,3,2021,1,3,Battry is very poor i was using 11pro and now its look like I have  wasted my money on 12
366,rahul prasad,Great phone with great issues,2.0,16,2,2021,1,2,This phone is good. But it suddenly showing some issues like camera and gallery crash. If you change wallpaper too frequently and taje too much pic.
367,Amazon Customer,Charging cable burnt while charging,1.0,14,3,2021,1,3,Cable got burnt while charging. Very dissapointed with apple. Never expected such product issue.
368,Rohan Kotecha,Lovely product,5.0,25,4,2021,1,1,"As usual, apple products are upto the mark. Extremely efficient delivery by Amazon...keeo it up guys"
369,Ramandeep Singh,Didn’t expect it to be that good,5.0,8,2,2022,1,1,"As an android user for last 10 years, I was worried about the iOS ecosystem but this iPhone changed my mind, I just love it, never going back to android"
370,Ashish,Nothing Fancy.. Same Old Bulky I phone features with body Facelift...I feel 6s to 11 was good,3.0,15,2,2022,1,0,Nothing Fancy.. Same Old Bulky I phone features with body Facelift...I feel I phone 6s till  I phone 11 was good..
371,Tenzin,Love it,5.0,29,1,2021,1,1,"I love my iPhone 12Battery superb it will last for whole dayScreen Oled rocksUpgrading from 7 n it’s worth waiting.It will be better If Mrp is little lower 😉 like 70,000"
372,Gomathi Sujini,"Not sure about the phone, I need to take it to Apple showroom and check",2.0,20,2,2021,1,3,"For some reason the phone is going blank suddenly, while using WhatsApp and other apps"
373,SUNIL REDDY,Awesome Phone,5.0,5,6,2021,1,0,The best iPhone I’ve ever used. Lighter and better battery when compared to iPhone 11. Incredible display and camera.
374,Ankur Kapoor,All rounder awesome n expensive beauty...,5.0,26,12,2020,1,0,"I love my iphone 12 so very much. Excellent display, battery life and camera and a14 processor chip is outstanding. Only one demerit and that is the cost of the phone. It's very expensive. Cheers..."
375,Soumen Ghosh,Best iphone ever by Apple Inc.,5.0,6,7,2021,1,0,"The media could not be loaded.
                



 Original iPhone 12, assembled in India. With good face recognition capabilities and good battery 🔋 life."
376,Saurav,Great Buy,5.0,2,2,2022,1,0,"Bought it during discount sale… so was worried about product. But got absolutely new one, so well packaged. And of course, nothing more to say about an iPhone 😁"
377,Amazon Customer,My charger is not working,1.0,21,9,2021,1,3,My charger is not working
378,Verified user,received defected item and Amazon shifted responsibility on to the apple,1.0,20,2,2022,1,0,received defected item and Amazon shifted responsibility on to the apple whereas apple dismissed the problem and shifted the responsibility on to Amazon
379,shubham tiwari,Perfect phone but go for min 128 gb,5.0,16,3,2022,1,1,"Pls go for min 128 gb variant as out of 64 gb , 20 gb is used as system memory"
380,Y T,Nice overall except few things,5.0,2,8,2021,1,0,Nice. Recommended. Go ahead and buy.Prons- 90 Hz refreshing rate is missing. No audio call recording and only 3 days call history
381,Bhagyashree Arakeri,"Product is good, Packing was not good!",5.0,1,9,2021,1,0,"Product is so far good! If you are old iPhone user then it’s not much difference.But the packaging is too bad, charger box was crushed which was kept along with iPhone box. Paying this much money and they are not providing good packaging for fragile items!"
382,Ankur bansal,Not happy with the price,5.0,15,6,2021,1,0,"Phone is great but i would like to raise one concerns to seller, i order the phone got the defective piece and the day i got the replacement phone the price of the phone were reduced by 3000 rs.I feeling cheated. Can the seller help me in returning the money?"
383,Ivana,♥️,5.0,29,8,2021,1,0,The only point I would like to highlight is the battery back up which is very good in this phone compared to last models !
384,Hithesh chowdary,Security and Privacy of your data,5.0,3,8,2021,1,0,"Apple did an amazing job of letting you decide to share your search or app usage data to third parties. And it notifies you if any app is using location or microphone etc., in the background. Amazed by this phone it's extremely fast and smooth,  totally worth the money."
385,Amazon Customer,Pathetic battery life,1.0,28,1,2022,1,2,Needs to b charged 3 4 times a day
386,Ashok K Alexander,Good Quality Product,5.0,26,4,2021,1,0,"After three months, the phone is performing well. There have been no problems. All the features are working well."
387,gaurav,Great phone,4.0,6,6,2021,1,0,"If you love photography just go for it, battery is average but overall a good phone and mah god the design 😍😍"
388,Amazon Customer,Great,5.0,20,8,2021,1,0,"Compact phone with great display,good battery life,fast charging,good camera.Overall paisa wasool phone"
389,Revathi Muddineni,Overall Good,4.0,26,5,2021,1,0,Overall it’s good. But I have chosen the green color it is not that much expected as shown in the picture. It’s very light green which is nearly equivalent to white. Other than color everything is fine. Thankyou Amazon for such a speedy delivery!
390,Ananthakrishnan N.,Good buy !!,5.0,6,1,2021,1,1,Great device. Amazing Cameras. Battery is good for a day. I don’t play games so I’m not sure about it.
391,SUDHIR KUMAR,Face id not work,1.0,14,9,2021,1,3,Dislike.face I'd not work
392,Vaibhav,Apple IPhone 12 White….. which is actually light gold.,5.0,19,7,2021,1,0,I just bought the 128gb variant and it is not white but gold…. I just love the white color….. performance is unbeatable and laser fast. If you want to buy just go for it. Don’t over think because there is no match of this beast. Now I am all set for next 3 years. 🤩😇
393,Yogesh,Nice I phone,5.0,12,6,2021,1,0,Good Cell PhoneWorks very wellSmooth excellent WorkingExcellent CameraExcellent face recognitionLight weightBattery is ok okDelivered on time
394,Kamaraj,Loved it,5.0,12,3,2022,1,0,"Perfect iphone for anyone. Power and look. Man, this feels good.Best phone ever.Battery for 12 hours guaranteed.Screen, touch, face recognition... everything feel beautiful and awesome."
395,sananda saha,Bad camera,3.0,21,2,2021,1,0,"I am using oneplus 7 pro , bought this as secondary ph... camera is just pathetic... not worthy. Got a scratchy product which hanged too had to replace  still not happy. Oneplus is just the best. Period."
